Note:
Results of the csv export.
If more than one entry per data field is available for a strain, the export contains multiple lines per strain.
At the end of the line you find the reference for each exported entry.


Export with Textmined data

strains.ID_strains;strains.Culture collection no.;strains.Species;strains.Strain Designation;strains_tax_PNU.Species (PNU);strains_tax_PNU.ID_reference
"155109";"CCUG 56501";"Corynebacterium striatum";"";"Corynebacterium striatum";"20215";

"155344";"CCUG 57400";"Corynebacterium striatum";"";"Corynebacterium striatum";"20215";

"3215";"DSM 44851, DSM 45110, CCUG 46963, CECT 5724, CIP 108201, JCM 12370";"Corynebacterium suicordis";"P81/02";"Corynebacterium suicordis";"20215";

"154708";"CCUG 54907";"Corynebacterium suicordis";"";"Corynebacterium suicordis";"20215";

"154709";"CCUG 54908";"Corynebacterium suicordis";"";"Corynebacterium suicordis";"20215";

"154710";"CCUG 54909";"Corynebacterium suicordis";"";"Corynebacterium suicordis";"20215";

"156740";"CCUG 64727";"Corynebacterium sundsvallense";"";"Corynebacterium sundsvallense";"20215";

"156803";"CCUG 65456, LMG 28165";"Corynebacterium tapiri";"";"Corynebacterium tapiri";"20215";

"3164";"DSM 44276, CCUG 38516, JCM 12109";"Corynebacterium thomssenii";"96-649, Tho 218/95";"Corynebacterium thomssenii";"20215";

"156954";"CCUG 67327 B";"Corynebacterium thomssenii";"";"Corynebacterium thomssenii";"20215";

"152915";"CCUG 47998";"Corynebacterium timonense";"";"Corynebacterium timonense";"20215";

"156741";"CCUG 64728";"Corynebacterium timonense";"";"Corynebacterium timonense";"20215";

"143330";"CCUG 18436";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"143331";"CCUG 18437";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"137725";"CIP 106714, ATCC 33035, CCUG 28787, CECT 763";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"149557";"CCUG 37954";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"3222";"DSM 44923, CCUG 47258";"Corynebacterium tuberculostearicum";"911*929/02";"Corynebacterium tuberculostearicum";"20215";

"153174";"CCUG 48645";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"153364";"CCUG 49343";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"153821";"CCUG 51274";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"153834";"CCUG 51314";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"155012";"CCUG 56083";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"155126";"CCUG 56539";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"155184";"CCUG 56839";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"155288";"CCUG 57214";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"155341";"CCUG 57383";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"155584";"CCUG 58242";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"156198";"CCUG 60692";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"156251";"CCUG 60869";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"156296";"CCUG 61088 B";"Corynebacterium tuberculostearicum";"";"Corynebacterium tuberculostearicum";"20215";

"3147";"ATCC 51799, LMG 19058, DSM 46325, CCUG 2708, IMET 11148, NCTC 7910, PCM 554";"Corynebacterium ulcerans";"20184";"Corynebacterium ulcerans";"20215";

"153461";"CCUG 49671";"Corynebacterium ulcerans";"";"Corynebacterium ulcerans";"20215";

"154941";"CCUG 55793";"Corynebacterium ulcerans";"";"Corynebacterium ulcerans";"20215";

"155246";"CCUG 57059";"Corynebacterium ulcerans";"";"Corynebacterium ulcerans";"20215";

"155701";"CCUG 59050";"Corynebacterium ulcerans";"";"Corynebacterium ulcerans";"20215";

"156966";"CCUG 67700";"Corynebacterium ulcerans";"";"Corynebacterium ulcerans";"20215";

"3229";"JCM 19114, DSM 45146, CCUG 55727, IMMIB L-1395";"Corynebacterium ulceribovis";"";"Corynebacterium ulceribovis";"20215";

"3148";"DSM 7109, Armendariz, ATCC 43042, NCTC 12011, CCUG 18158";"Corynebacterium urealyticum";"1";"Corynebacterium urealyticum";"20215";

"148223";"CCUG 35067";"Corynebacterium urealyticum";"";"Corynebacterium urealyticum";"20215";

"152685";"CCUG 47356";"Corynebacterium urealyticum";"";"Corynebacterium urealyticum";"20215";

"156105";"CCUG 60386";"Corynebacterium urealyticum";"";"Corynebacterium urealyticum";"20215";

"3224";"DSM 45051, CCUG 53377, CIP 109611, JCM 15295";"Corynebacterium ureicelerivorans";"IMMIB RIV-2301";"Corynebacterium ureicelerivorans";"20215";

"151576";"CCUG 44373";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"155244";"CCUG 57055";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"155376";"CCUG 57526";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"155724";"CCUG 59144";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"155763";"CCUG 59237";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"155764";"CCUG 59238";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"156282";"CCUG 61018";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"156698";"CCUG 64209";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"156879";"CCUG 66280";"Corynebacterium ureicelerivorans";"";"Corynebacterium ureicelerivorans";"20215";

"23875";"DSM 45634, CCUG 61235";"Corynebacterium uterequi";"VM 2298";"Corynebacterium uterequi";"20215";

"151712";"CCUG 44698";"Corynebacterium uterequi";"";"Corynebacterium uterequi";"20215";

"156331";"CCUG 61186";"Corynebacterium uterequi";"";"Corynebacterium uterequi";"20215";

"3128";"CCUG 28792, DSM 20294, ATCC 10234, NCIB 9291";"Corynebacterium vitaeruminis";"";"Corynebacterium vitaeruminis";"20215";

"154400";"CCUG 53405";"Corynebacterium xerosis";"";"Corynebacterium xerosis";"20215";

"154401";"CCUG 53406";"Corynebacterium xerosis";"";"Corynebacterium xerosis";"20215";

"154984";"CCUG 55954";"Corynebacterium xerosis";"";"Corynebacterium xerosis";"20215";

"155281";"CCUG 57194";"Corynebacterium xerosis";"";"Corynebacterium xerosis";"20215";

"155282";"CCUG 57195";"Corynebacterium xerosis";"";"Corynebacterium xerosis";"20215";

"155283";"CCUG 57196";"Corynebacterium xerosis";"";"Corynebacterium xerosis";"20215";

"155284";"CCUG 57197";"Corynebacterium xerosis";"";"Corynebacterium xerosis";"20215";

"151985";"CCUG 45431";"Corynebacterium xerosis";"";"Corynebacterium xerosis";"20215";

"130522";"DSM 28404, CCUG 36451, Kunstyr 507/85, MCCM 2120, MCCM 02120";"Cricetibacter osteomyelitidis";"HIM 943/7";"Cricetibacter osteomyelitidis";"20215";

"23029";"DSM 25479, CCUG 62025";"Cruoricaptor ignavus";"2012475 No2, IMMIB L-12475";"Cruoricaptor ignavus";"20215";

"131527";"DSM 29486, KCTC 15539";"Cuneibacter caecimuris";"BARN-424-CC-10";"Cuneatibacter caecimuris";"20215";

"155092";"CCUG 56455";"Curtobacterium citreum";"";"Curtobacterium citreum";"20215";

"147380";"CCUG 33492";"Curtobacterium flaccumfaciens";"";"Curtobacterium flaccumfaciens";"20215";

"154156";"CCUG 52585";"Curvibacter fontanus";"";"Curvibacter fontanus";"20215";

"154761";"CCUG 55113";"Curvibacter sp.";"";"Curvibacter sp.";"20215";

"142058";"CCUG 10171";"Cutibacterium acnes";"";"Cutibacterium acnes";"20215";

"12641";"DSM 4901, ATCC 25577, CCUG 36754";"Cutibacterium avidum";"1689B, VPI 0179";"Cutibacterium avidum";"20215";

"144175";"CCUG 23297";"Cutibacterium avidum";"";"Cutibacterium avidum";"20215";

"144687";"CCUG 26212";"Cutibacterium avidum";"";"Cutibacterium avidum";"20215";

"150091";"CCUG 38975";"Cutibacterium avidum";"";"Cutibacterium avidum";"20215";

"155408";"CCUG 57636";"Cutibacterium avidum";"";"Cutibacterium avidum";"20215";

"156359";"CCUG 61286";"Cutibacterium avidum";"";"Cutibacterium avidum";"20215";

"156078";"CCUG 60282";"Cutibacterium avidum";"";"Cutibacterium avidum";"20215";

"140321";"DSM 101832, CGMCC 1.15758, KCTC 52386, NBRC 112441";"Cysteiniphilum litorale";"SYSU D3-2";"Cysteiniphilum litorale";"20215";

"13896";"DSM 15637, ATCC BAA 776";"Dechloromonas hortensis";"MA-1";"Dechloromonas hortensis";"20215";

"3858";"DSM 11303, CCUG 50777, CIP 105574";"Deinococcus murrayi";"ALT-1b";"Deinococcus murrayi";"20215";

"157031";"CCUG 68825 Q";"Deinococcus proteolyticus";"";"Deinococcus proteolyticus";"20215";

"154264";"CCUG 52921";"Deinococcus radiodurans";"";"Deinococcus radiodurans";"20215";

"154265";"CCUG 52922";"Deinococcus radiodurans";"";"Deinococcus radiodurans";"20215";

"154618";"CCUG 54603";"Deinococcus radiodurans";"";"Deinococcus radiodurans";"20215";

"154624";"CCUG 54616";"Deinococcus radiodurans";"";"Deinococcus radiodurans";"20215";

"155082";"CCUG 56416";"Deinococcus radiodurans";"";"Deinococcus radiodurans";"20215";

"155083";"CCUG 56417";"Deinococcus radiodurans";"";"Deinococcus radiodurans";"20215";

"155011";"CCUG 56082";"Deinococcus sp.";"";"Deinococcus sp.";"20215";

"155938";"CCUG 59690";"Deinococcus sp.";"";"Deinococcus sp.";"20215";

"156284";"CCUG 61024";"Deinococcus sp.";"";"Deinococcus sp.";"20215";

"157121";"CCUG 69574";"Deinococcus sp.";"";"Deinococcus sp.";"20215";

"152266";"CCUG 46253";"Delftia acidovorans";"";"Delftia acidovorans";"20215";

"135439";"CIP 104163, ATCC 51325, CCUG 33002";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"147179";"CCUG 33003";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"135434";"CIP 104158, ATCC 51458, CCUG 33004";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"152719";"CCUG 47468";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"153098";"CCUG 48490";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"154557";"CCUG 54399";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"154691";"CCUG 54859";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"155711";"CCUG 59109";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"156304";"CCUG 61108";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"156077";"CCUG 60281";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"156442";"CCUG 61790";"Dermabacter hominis";"";"Dermabacter hominis";"20215";

"155010";"CCUG 56081";"Dermacoccus abyssi";"";"Dermacoccus abyssi";"20215";

"145053";"CCUG 27526, CG 1192/87";"Dermatophilus congolensis";"";"Dermatophilus congolensis";"20215";

"16786";"DSM 45169, CCUG 55916, IMMIB L-1269";"Desmospora activa";"";"Desmospora activa";"20215";

"156326";"CCUG 61176";"Desulfovibrio sp.";"";"Desulfovibrio sp.";"20215";

"3919";"DSM 22407, CCUG 55056, LMG 24257";"Devriesea agamarum";"IMP2";"Devriesea agamarum";"20215";

"152341";"CCUG 46473";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"152342";"CCUG 46474";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"152343";"CCUG 46475";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"153011";"CCUG 48266";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"153673";"CCUG 50606";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"154387";"CCUG 53354";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"154424";"CCUG 53537";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"154516";"CCUG 53994";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"154973";"CCUG 55911";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"154974";"CCUG 55912";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"155114";"CCUG 56510";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"155544";"CCUG 58069";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"155971";"CCUG 59828";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"156325";"CCUG 61166";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"156432";"CCUG 61718";"Dietzia cinnamea";"";"Dietzia maris";"20215";

"154688";"CCUG 54856";"Dietzia maris";"";"Dietzia maris";"20215";

"154232";"CCUG 52856 A";"Dietzia maris";"";"Dietzia maris";"20215";

"4252";"DSM 44860, CBS 107.95, JCM 11417, CCUG 54951";"Dietzia natronolimnaea";"15LN1";"Dietzia natronolimnaea";"20215";

"155766";"CCUG 59251";"Dietzia natronolimnaea";"";"Dietzia natronolimnaea";"20215";

"154690";"CCUG 54858";"Dietzia psychralcaliphila";"";"Dietzia psychralcaliphila";"20215";

"152421";"CCUG 46753";"Dietzia sp.";"";"Dietzia sp.";"20215";

"155704";"CCUG 59063";"Dietzia sp.";"";"Dietzia sp.";"20215";

"155742";"CCUG 59190";"Dietzia sp.";"";"Dietzia sp.";"20215";

"229";"DSM 15742, ATCC BAA 56, CCM 4936, CIP 106314, CCUG 39307";"Dolosicoccus paucivorans";"2991-95, CCUG 39307";"Dolosicoccus paucivorans";"20215";

"150557";"CCUG 41592";"Dolosicoccus paucivorans";"";"Dolosicoccus paucivorans";"20215";

"156839";"CCUG 65992";"Dolosicoccus paucivorans";"";"Dolosicoccus paucivorans";"20215";

"147338";"CCUG 33392";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"148437";"CCUG 35446";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"152321";"CCUG 46432";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"152472";"CCUG 46892";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"153692";"CCUG 50662";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"153741";"CCUG 50829";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"154512";"CCUG 53977";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"154554";"CCUG 54395";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"154558";"CCUG 54405";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"155689";"CCUG 59012";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"155760";"CCUG 59224";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"156212";"CCUG 60739";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"156838";"CCUG 65991";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"156987";"CCUG 68179";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"157175";"CCUG 70055";"Dolosigranulum pigrum";"";"Dolosigranulum pigrum";"20215";

"152240";"CCUG 46191";"Dysgonomonas capnocytophagoides";"";"Dysgonomonas capnocytophagoides";"20215";

"152241";"CCUG 46192";"Dysgonomonas capnocytophagoides";"";"Dysgonomonas capnocytophagoides";"20215";

"157150";"CCUG 69798";"Dysgonomonas capnocytophagoides";"";"Dysgonomonas capnocytophagoides";"20215";

"151077";"CCUG 43221 A, CIP 105590";"Dysgonomonas capnocytophagoides";"";"Dysgonomonas capnocytophagoides";"20215";

"12515";"DSM 22811, ATCC BAA 286, CCUG 42882, CIP 106420";"Dysgonomonas gadei";"";"Dysgonomonas gadei";"20215";

"132892";"DSM 104969, CCM 7606, CCUG 54731, JCM 17038";"Dysgonomonas hofstadii";"MX 1040";"Dysgonomonas hofstadii";"20215";

"12517";"DSM 22836, CCUG 43457, CDC F9489, CIP 107079, CIP 107079";"Dysgonomonas mossii";"";"Dysgonomonas mossii";"20215";

"152242";"CCUG 46193";"Dysgonomonas mossii";"";"Dysgonomonas mossii";"20215";

"152243";"CCUG 46194";"Dysgonomonas mossii";"";"Dysgonomonas mossii";"20215";

"152218";"CCUG 46141";"Eggerthella lenta";"";"Eggerthella lenta";"20215";

"156606";"CCUG 63490";"Eggerthia catenaformis";"";"Eggerthia catenaformis";"20215";

"156074";"CCUG 60274, ATCC BAA 1152, LBM 04.07.011";"Eikenella corrodens";"";"Eikenella corrodens";"20215";

"145369";"CCUG 28283, MCCM 02297";"Eikenella corrodens-like";"";"";"";

"14027";"DSM 19532, LMG 24234";"Elstera litoralis";"Dia-1, Nil";"Elstera litoralis";"20215";

"144451";"CCUG 25003 A";"Empedobacter stercoris";"";"Empedobacter stercoris";"20215";

"144452";"CCUG 25003 B";"Empedobacter stercoris";"";"Empedobacter stercoris";"20215";

"140464";"JCM 17961, ATCC BAA 1439";"Endothiovibrio diazotrophicus";"S-1";"Endothiovibrio diazotrophicus";"20215";

"155486";"CCUG 57855";"Enterobacter asburiae";"";"Enterobacter asburiae";"20215";

"5346";"DSM 17690, CCM 7283, CCUG 51308, CIP 108926, LMG 16607";"Enterococcus aquimarinus";"API 8407116";"Enterococcus aquimarinus";"20215";

"5345";"DSM 17487";"Enterococcus aquimarinus";"E2ET31";"Enterococcus aquimarinus";"20215";

"5334";"DSM 11492, CCUG 44928, CIP 108239";"Enterococcus asini";"AS2";"Enterococcus asini";"20215";

"5270";"DSM 20679, ATCC 14025, NCDO 2369, NCTC 9938, CCUG 7983";"Enterococcus avium";"E6844";"Enterococcus avium";"20215";

"154038";"CCUG 52072";"Enterococcus avium";"";"Enterococcus avium";"20215";

"155305";"CCUG 57268";"Enterococcus avium";"";"Enterococcus avium";"20215";

"155336";"CCUG 57363";"Enterococcus avium";"";"Enterococcus avium";"20215";

"155356";"CCUG 57437";"Enterococcus avium";"";"Enterococcus avium";"20215";

"155546";"CCUG 58087";"Enterococcus avium";"";"Enterococcus avium";"20215";

"5351";"DSM 19114, ATCC BAA 1240, CCUG 51564, SS-1777, CCM 7399";"Enterococcus caccae";"SS-1777";"Enterococcus caccae";"20215";

"5347";"DSM 21207, CCM 7285, LMG 13590";"Enterococcus canintestini";"Devriese S33";"Enterococcus canintestini";"20215";

"153831";"CCUG 51310, LMG 22755";"Enterococcus canintestini";"";"Enterococcus canintestini";"20215";

"153832";"CCUG 51311, LMG 22753";"Enterococcus canintestini";"";"Enterococcus canintestini";"20215";

"5343";"DSM 17029, CCUG 46666, CIP 108093, LMG 12316, NBRC 100695";"Enterococcus canis";"";"Enterococcus canis";"20215";

"5276";"DSM 20680, ATCC 25788, CCM 2478, NCDO 2372, NCIB 11449, CCUG 18657, NCTC 12361, JCM 8723";"Enterococcus casseliflavus";"20";"Enterococcus casseliflavus";"20215";

"5271";"DSM 4841, ATCC 12755, NCFB 2725";"Enterococcus casseliflavus";"491, H.3.1";"Enterococcus casseliflavus";"20215";

"5272";"DSM 7370, ATCC 49996, CCM 4239, CCUG 30567";"Enterococcus casseliflavus";"CA 2";"Enterococcus casseliflavus";"20215";

"5273";"CCUG 30568, LMG 16313, DSM 7371, CCM 4240";"Enterococcus casseliflavus";"CA 3";"Enterococcus casseliflavus";"20215";

"5274";"DSM 7372, CCM 4241, CCUG 30569, LMG 16314";"Enterococcus casseliflavus";"CA 8";"Enterococcus casseliflavus";"20215";

"5275";"CCUG 34231, DSM 20382";"Enterococcus casseliflavus";"32488";"Enterococcus casseliflavus";"20215";

"5277";"DSM 25781, NCCP 11515";"Enterococcus casseliflavus";"";"Enterococcus casseliflavus";"20215";

"153212";"CCUG 48770";"Enterococcus casseliflavus";"";"Enterococcus casseliflavus";"20215";

"153575";"CCUG 50234";"Enterococcus casseliflavus";"";"Enterococcus casseliflavus";"20215";

"153686";"CCUG 50645";"Enterococcus casseliflavus";"";"Enterococcus casseliflavus";"20215";

"154499";"CCUG 53919";"Enterococcus casseliflavus";"";"Enterococcus casseliflavus";"20215";

"155115";"CCUG 56513";"Enterococcus casseliflavus";"";"Enterococcus casseliflavus";"20215";

"156361";"CCUG 61288";"Enterococcus casseliflavus";"";"Enterococcus casseliflavus";"20215";

"5321";"DSM 20682, ATCC 43198, NCDO 2674";"Enterococcus cecorum";"A60";"Enterococcus cecorum";"20215";

"144958";"CCUG 27299";"Enterococcus cecorum";"";"Enterococcus cecorum";"20215";

"150064";"CCUG 38939";"Enterococcus cecorum";"";"Enterococcus cecorum";"20215";

"5328";"DSM 7374, ATCC 51263, NCIMB 13013, CCUG 27894";"Enterococcus columbae";"STR 345";"Enterococcus columbae";"20215";

"145210";"CCUG 27893";"Enterococcus columbae";"";"Enterococcus columbae";"20215";

"152863";"CCUG 47811";"Enterococcus columbae";"";"Enterococcus columbae";"20215";

"140476";"LMG 28312, CCUG 65857";"Enterococcus crotali";"ETRF1";"Enterococcus crotali";"20215";

"5348";"DSM 22802, CCM 7299, CCUG 37865, LMG 14595";"Enterococcus devriesei";"L. Devriese M 52";"Enterococcus devriesei";"20215";

"149502";"CCUG 37864, LMG 13603 2";"Enterococcus devriesei";"";"Enterococcus devriesei";"20215";

"5324";"DSM 6630, ATCC 51266, NCFB 2821, NCIMB 13000, CCUG 33309, CIP 103646";"Enterococcus dispar";"E18-1";"Enterococcus dispar";"20215";
